trades,net,net_pct,pf,dd_pct,win_pct,recovery,passed,objective,FastEMA,SlowEMA,TrendSMA,ATRMultiplier,TPRatio
6155,-995219.41,-99.521941,0.8613406807852539,99.60229491421008,48.220958570268074,-0.9341930526547851,False,-995219.41,5,55,100,2.0,1.0
6220,-995262.95,-99.526295,0.861425863764863,99.55368996677241,48.247588424437296,-0.9709663995266626,False,-995262.95,13,21,100,2.0,1.0
3871,-995451.8699999998,-99.54518699999998,0.7811476034414863,99.57531923013845,31.154740377163527,-0.9724144479347039,False,-995451.8699999998,13,34,200,1.0,2.0
4973,-995585.8400000001,-99.55858400000001,0.8612644298071258,99.60555447001185,31.811783631610695,-0.9047796071481221,False,-995585.8400000001,13,21,200,2.0,2.0
5729,-995799.2000000001,-99.57992000000002,0.8822178307555522,99.65283395515657,32.37912375632745,-0.8515351905708712,False,-995799.2000000001,9,55,100,1.5,2.0
4535,-995803.22,-99.580322,0.7653561862253585,99.59440422328304,47.27673649393605,-0.9912165931948064,False,-995803.22,13,55,100,1.0,1.0
5363,-995879.2400000001,-99.587924,0.8610634329145304,99.63832469205157,31.922431474920753,-0.8842876243857831,False,-995879.2400000001,5,34,100,2.0,2.0
3930,-996083.3500000001,-99.60833500000001,0.7763185126896465,99.61116523161404,37.20101781170484,-0.9962073678552247,False,-996083.3500000001,13,34,200,1.0,1.5
5798,-996151.68,-99.61516800000001,0.851813688943226,99.61674599999984,47.775094860296655,-0.9999841592898464,False,-996151.68,13,21,200,2.0,1.0
5999,-996226.84,-99.62268399999999,0.8766407722126167,99.67321167827446,38.78979829971662,-0.930875098157632,False,-996226.84,9,55,100,1.5,1.5
5347,-996244.9599999997,-99.62449599999998,0.8553691503893048,99.64898924630428,38.13353282214326,-0.9425497749927159,False,-996244.9599999997,13,21,200,2.0,1.5
5400,-996487.5900000002,-99.64875900000003,0.8760611861393188,99.67610673320698,31.87037037037037,-0.9319184985273311,False,-996487.5900000002,9,21,100,2.0,2.0
